stimulus1,stimulus2,stimulus3,stimulus4,probeIm,probeCon,load,category,correctResp,mask1,mask2,mask3,mask4
images/id133_v1_so.jpg,images/id126_v1_so.jpg,images/id114_v1_so.jpg,images/id118_v1_so.jpg,images/id126_v1_so.jpg,1,4,so,b,scrambles/id025_v1_fm.jpg,scrambles/id120_v1_so.jpg,scrambles/id114_v1_so.jpg,scrambles/id114_v1_so.jpg
images/id027_v1_fm.jpg,images/id006_v1_fm.jpg,images/id030_v1_fm.jpg,images/id035_v1_fm.jpg,images/id015_v1_fm.jpg,0,4,fm,y,scrambles/id086_v1_si.jpg,scrambles/id042_v1_ff.jpg,scrambles/id042_v1_ff.jpg,scrambles/id063_v1_ff.jpg
images/id025_v1_fm.jpg,images/id020_v1_fm.jpg,images/id022_v1_fm.jpg,images/id032_v1_fm.jpg,images/id025_v1_fm.jpg,1,4,fm,b,scrambles/id025_v1_fm.jpg,scrambles/id030_v1_fm.jpg,scrambles/id088_v1_si.jpg,scrambles/id088_v1_si.jpg
scrambles/id120_v1_so.jpg,images/id121_v1_so.jpg,scrambles/id118_v1_so.jpg,scrambles/id121_v1_so.jpg,images/id123_v1_so.jpg,0,1,so,y,scrambles/id020_v1_fm.jpg,scrambles/id088_v1_si.jpg,scrambles/id030_v1_fm.jpg,scrambles/id063_v1_ff.jpg
scrambles/id049_v1_ff.jpg,scrambles/id042_v1_ff.jpg,scrambles/id053_v1_ff.jpg,images/id070_v1_ff.jpg,images/id070_v1_ff.jpg,1,1,ff,b,scrambles/id049_v1_ff.jpg,scrambles/id053_v1_ff.jpg,scrambles/id030_v1_fm.jpg,scrambles/id077_v1_si.jpg
scrambles/id077_v1_si.jpg,scrambles/id088_v1_si.jpg,scrambles/id075_v1_si.jpg,images/id094_v1_si.jpg,images/id077_v1_si.jpg,0,1,si,y,scrambles/id125_v1_so.jpg,scrambles/id120_v1_so.jpg,scrambles/id086_v1_si.jpg,scrambles/id125_v1_so.jpg
images/id079_v1_si.jpg,scrambles/id086_v1_si.jpg,scrambles/id102_v1_si.jpg,scrambles/id094_v1_si.jpg,images/id079_v1_si.jpg,1,1,si,b,scrambles/id114_v1_so.jpg,scrambles/id086_v1_si.jpg,scrambles/id025_v1_fm.jpg,scrambles/id030_v1_fm.jpg
images/id004_v1_fm.jpg,scrambles/id018_v1_fm.jpg,scrambles/id020_v1_fm.jpg,scrambles/id022_v1_fm.jpg,images/id004_v1_fm.jpg,1,1,fm,b,scrambles/id042_v1_ff.jpg,scrambles/id025_v1_fm.jpg,scrambles/id125_v1_so.jpg,scrambles/id020_v1_fm.jpg
scrambles/id063_v1_ff.jpg,images/id055_v1_ff.jpg,scrambles/id038_v1_ff.jpg,scrambles/id055_v1_ff.jpg,images/id038_v1_ff.jpg,0,1,ff,y,scrambles/id025_v1_fm.jpg,scrambles/id125_v1_so.jpg,scrambles/id053_v1_ff.jpg,scrambles/id077_v1_si.jpg
scrambles/id125_v1_so.jpg,scrambles/id114_v1_so.jpg,images/id139_v1_so.jpg,scrambles/id107_v1_so.jpg,images/id139_v1_so.jpg,1,1,so,b,scrambles/id020_v1_fm.jpg,scrambles/id042_v1_ff.jpg,scrambles/id125_v1_so.jpg,scrambles/id114_v1_so.jpg
images/id044_v1_ff.jpg,images/id063_v1_ff.jpg,images/id043_v1_ff.jpg,images/id054_v1_ff.jpg,images/id049_v1_ff.jpg,0,4,ff,y,scrambles/id063_v1_ff.jpg,scrambles/id049_v1_ff.jpg,scrambles/id049_v1_ff.jpg,scrambles/id025_v1_fm.jpg
scrambles/id025_v1_fm.jpg,scrambles/id030_v1_fm.jpg,images/id018_v1_fm.jpg,scrambles/id027_v1_fm.jpg,images/id013_v1_fm.jpg,0,1,fm,y,scrambles/id125_v1_so.jpg,scrambles/id120_v1_so.jpg,scrambles/id053_v1_ff.jpg,scrambles/id063_v1_ff.jpg
images/id125_v1_so.jpg,images/id110_v1_so.jpg,images/id112_v1_so.jpg,images/id107_v1_so.jpg,images/id116_v1_so.jpg,0,4,so,y,scrambles/id088_v1_si.jpg,scrambles/id120_v1_so.jpg,scrambles/id020_v1_fm.jpg,scrambles/id018_v1_fm.jpg
images/id089_v1_si.jpg,images/id102_v1_si.jpg,images/id105_v1_si.jpg,images/id088_v1_si.jpg,images/id088_v1_si.jpg,1,4,si,b,scrambles/id125_v1_so.jpg,scrambles/id125_v1_so.jpg,scrambles/id030_v1_fm.jpg,scrambles/id077_v1_si.jpg
images/id086_v1_si.jpg,images/id099_v1_si.jpg,images/id075_v1_si.jpg,images/id091_v1_si.jpg,images/id100_v1_si.jpg,0,4,si,y,scrambles/id088_v1_si.jpg,scrambles/id053_v1_ff.jpg,scrambles/id030_v1_fm.jpg,scrambles/id049_v1_ff.jpg
images/id042_v1_ff.jpg,images/id053_v1_ff.jpg,images/id041_v1_ff.jpg,images/id058_v1_ff.jpg,images/id058_v1_ff.jpg,1,4,ff,b,scrambles/id077_v1_si.jpg,scrambles/id063_v1_ff.jpg,scrambles/id086_v1_si.jpg,scrambles/id030_v1_fm.jpg
