dontSkipInstructions.thisRepN,dontSkipInstructions.thisTrialN,dontSkipInstructions.thisN,dontSkipInstructions.thisIndex,Welcome_text.started,Welcome_text.stopped,space1.keys,space1.rt,space1.started,space1.stopped,participant,session,age,sex at birth,dominant hand,date,expName,psychopyVersion,frameRate,
,,,,12.449681600031909,None,b,0.3892627999885008,12.449681600031909,None,,,,,,,,,,
