dontSkipInstructions.thisRepN,dontSkipInstructions.thisTrialN,dontSkipInstructions.thisN,dontSkipInstructions.thisIndex,Welcome_text.started,Welcome_text.stopped,space1.keys,space1.rt,space1.started,space1.stopped,participant,session,age,sex at birth,dominant hand,date,expName,psychopyVersion,frameRate,
,,,,6.1955530643463135,None,b,2.6894798278808594,6.1955530643463135,None,,,,,,,,,,
