dontSkipInstructions.thisRepN,dontSkipInstructions.thisTrialN,dontSkipInstructions.thisN,dontSkipInstructions.thisIndex,Welcome_text.started,Welcome_text.stopped,space1.keys,space1.rt,space1.started,space1.stopped,participant,session,age,sex at birth,dominant hand,date,expName,psychopyVersion,frameRate,
,,,,12.143654199957382,None,b,0.3187404000200331,12.143654199957382,None,,,,,,,,,,
