dontSkipInstructions.thisRepN,dontSkipInstructions.thisTrialN,dontSkipInstructions.thisN,dontSkipInstructions.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,textBefore_run,trialSelect,text_run.started,text_run.stopped,trigger1.keys,trigger1.rt,trigger1.started,trigger1.stopped,participant,session,age,sex at birth,dominant hand,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,15.958209399948828,None,t,5.756367800000589,15.958209399948828,None,,,,,,,,,,
