textBefore_run,trialSelect,stimulus1,stimulus2,stimulus3,stimulus4,probeIm,probeCon,load,category,correctResp,mask1,mask2,mask3,mask4,dontSkipInstructions.thisRepN,dontSkipInstructions.thisTrialN,dontSkipInstructions.thisN,dontSkipInstructions.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_run.started,text_run.stopped,trigger1.keys,trigger1.rt,trigger1.started,trigger1.stopped,fixStart.started,fixStart.stopped,stim1.started,stim1.stopped,stim2.started,stim2.stopped,stim3.started,stim3.stopped,stim4.started,stim4.stopped,fixDelay.started,fixDelay.stopped,probe.started,probe.stopped,fixProbe.started,fixProbe.stopped,keyResp.keys,keyResp.corr,keyResp.started,keyResp.stopped,mask1_run.started,mask1_run.stopped,mask2_prac_2.started,mask2_prac_2.stopped,mask3_run.started,mask3_run.stopped,mask4_run.started,mask4_run.stopped,fixStartTrial.started,fixStartTrial.stopped,participant,session,age,sex at birth,dominant hand,date,expName,psychopyVersion,frameRate,
Welcome to main experiment. Everything will be the same as in the practice trials except no feedback will be provided after each trial. One run takes around 7 minutes. Good luck!,trials_1.csv,images/id017_v1_fm.jpg,images/id022_v1_fm.jpg,images/id015_v1_fm.jpg,images/id027_v1_fm.jpg,images/id011_v1_fm.jpg,0,4,fm,y,scrambles/id028_v1_fm.jpg,scrambles/id015_v1_fm.jpg,scrambles/id028_v1_fm.jpg,scrambles/id074_v1_si.jpg,,,,,0,0,0,0,0,0,0,0,5.452845096588135,None,t,498.60047721862793,5.452845096588135,None,504.10270595550537,None,508.3526768684387,511.6524429321289,508.3526768684387,511.6524429321289,508.3526768684387,511.6524429321289,508.3526768684387,511.6524429321289,511.8357050418854,521.8351259231567,521.8351259231567,523.0517070293427,523.0517070293427,None,None,0,521.8351259231567,None,511.63593196868896,511.8357050418854,511.63593196868896,511.8357050418854,511.63593196868896,511.8357050418854,511.63593196868896,511.8357050418854,525.801558971405,None,,001,,,,2021_Mar_09_1654,Working memory load,2020.2.10,60.001344710922915,
Welcome to main experiment. Everything will be the same as in the practice trials except no feedback will be provided after each trial. One run takes around 7 minutes. Good luck!,trials_1.csv,images/id010_v1_fm.jpg,scrambles/id003_v1_fm.jpg,scrambles/id028_v1_fm.jpg,scrambles/id027_v1_fm.jpg,images/id030_v1_fm.jpg,0,1,fm,y,scrambles/id139_v1_so.jpg,scrambles/id078_v1_si.jpg,scrambles/id039_v1_ff.jpg,scrambles/id028_v1_fm.jpg,,,,,0,0,0,0,0,1,1,1,,,,,,,,,532.0010960102081,535.3008539676666,532.0010960102081,535.3008539676666,532.0010960102081,535.3008539676666,532.0010960102081,535.3008539676666,535.4675068855286,545.466728925705,545.466728925705,546.6833338737488,546.6833338737488,None,None,0,545.466728925705,None,535.2675008773804,535.4675068855286,535.2675008773804,535.4675068855286,535.2675008773804,535.4675068855286,535.2675008773804,535.4675068855286,549.4999580383301,None,,001,,,,2021_Mar_09_1654,Working memory load,2020.2.10,60.001344710922915,
