dontSkipInstructions.thisRepN,dontSkipInstructions.thisTrialN,dontSkipInstructions.thisN,dontSkipInstructions.thisIndex,Welcome_text.started,Welcome_text.stopped,space1.keys,space1.rt,space1.started,space1.stopped,participant,session,age,sex at birth,dominant hand,date,expName,psychopyVersion,frameRate,
,,,,12.882831100025214,None,b,2.5156739000231028,12.882831100025214,None,,,,,,,,,,
